task_id,client,project_id,client_tier,team,task_type,seniority,task_complexity_score,brief_quality_score,deadline_pressure,scope_change_flag,pricing_model,created_at,delivered_at,sla_days,sla_breach,hours_spent,billable_hours,ai_usage_pct,ai_assisted,revisions,errors,rework_hours,outcome_score,revenue,cost,profit,created_by,updated_at,task_status,workflow_stage,jira_ticket,legacy_ai_flag,content_version,team_clean,task_type_clean,brief_quality_missing,delivered_at_estimated,sla_days_inferred,delivery_days_actual,hours_spent_low_corrected,billable_hours_estimated,billable_hours_negative_corrected,billable_hours_recalculated,created_month,ai_usage_imputed,rework_hours_corrected,rework_hours_imputed,outcome_score_imputed,revenue_per_hour_temp,cost_per_hour_temp,profit_check,profit_diff,profit_margin_valid,profit_margin,efficiency_ratio_valid,efficiency_ratio,rework_ratio_valid,rework_ratio,cost_per_hour_valid,cost_per_hour,revenue_per_hour_valid,revenue_per_hour,margin_per_hour,delivery_speed_valid,delivery_speed,ai_usage_bin,ai_usage_bin_encoded
T01660,Client_R,P017,low,Content,release,senior,2,4.0,medium,0,fixed,2025-07-02,2025-07-08,7.0,0,6.84,3.58,0.58,True,4,0,3.49,72.33,874.19,663.84,210.35,user_059,2025-07-03,in_progress,execution,JIRA-43018,false,v1,Content,release,0,0,0,6,0,0,0,0,2025-07,0,0,0,0,127.80555555555557,97.05263157894737,210.35000000000002,-2.842170943040401e-14,1,0.24062274791521293,1,0.5233918128654971,1,0.510233918128655,1,97.05263157894737,1,127.80555555555557,30.7529239766082,1,0.8571428571428571,Medium-High (40-60%),3
T01661,Client_D,P004,mid,Design,article_task,senior,4,4.0,medium,0,fixed,2025-10-10,2025-10-14,5.0,0,8.5,4.18,0.63,True,2,2,1.04,85.18,953.99,691.18,262.81000000000006,user_019,2025-10-14,review,finalized,JIRA-22193,false,v4,Design,article,0,0,0,4,0,0,0,0,2025-10,0,0,0,0,112.23411764705882,81.31529411764706,262.81000000000006,0.0,1,0.2754850679776518,1,0.4917647058823529,1,0.1223529411764706,1,81.31529411764706,1,112.23411764705882,30.918823529411767,1,0.8,High (60-80%),4
T01662,Client_E,P012,low,Content,article,senior,1,2.0,medium,0,value_based,2026-01-21,2026-01-24,7.0,0,7.73,5.48,0.57,True,1,1,2.32,69.44,822.69,712.13,110.56000000000006,user_015,2026-01-28,archived,finalized,JIRA-29072,true,v3,Content,article,0,0,0,3,0,0,0,0,2026-01,0,0,0,0,106.42820181112549,92.1254851228978,110.56000000000006,0.0,1,0.13438840875663988,1,0.7089262613195343,1,0.30012936610608015,1,92.1254851228978,1,106.42820181112549,14.30271668822769,1,0.42857142857142855,Medium-High (40-60%),3
T01663,Client_H,P019,high,Content,ticket,junior,5,4.0,medium,0,fixed,2026-01-19,2026-01-23,2.0,1,18.5,11.77,0.37,True,2,1,1.04,68.74,1244.31,689.41,554.9,user_087,2026-01-25,archived,briefing,JIRA-54188,true,final,Content,ticket,0,0,0,4,0,0,0,0,2026-01,0,0,0,0,67.25999999999999,37.2654054054054,554.9,0.0,1,0.4459499642372078,1,0.6362162162162162,1,0.05621621621621622,1,37.2654054054054,1,67.25999999999999,29.994594594594588,1,2.0,Low-Medium (20-40%),2
T01664,Client_G,P050,low,Design,design,senior,2,2.0,low,0,hourly,2026-05-04,2026-05-07,7.0,0,10.92,8.43,0.3,True,3,0,3.03,76.15,823.93,924.33,-100.40000000000008,user_027,2026-05-12,review,qa,,true,v1,Design,design,0,0,0,3,0,0,0,0,2026-05,0,0,0,0,75.4514652014652,84.6456043956044,-100.40000000000009,1.4210854715202004e-14,1,-0.12185501195489919,1,0.771978021978022,1,0.27747252747252743,1,84.6456043956044,1,75.4514652014652,-9.194139194139197,1,0.42857142857142855,Low-Medium (20-40%),2
T01665,Client_G,P040,low,Content,dev,junior,4,4.0,low,0,hourly,2025-11-07,2025-11-10,5.0,0,13.68,9.1,0.4,True,4,2,1.43,67.36,1182.18,569.98,612.2,user_047,2025-11-07,review,qa,JIRA-32059,false,v2,Content,dev,0,0,0,3,0,0,0,0,2025-11,0,0,0,0,86.41666666666667,41.66520467836258,612.2,0.0,1,0.5178568407518314,1,0.6652046783625731,1,0.10453216374269006,1,41.66520467836258,1,86.41666666666667,44.751461988304094,1,0.6,Medium-High (40-60%),3
T01666,Client_C,P051,low,design,design,senior,2,1.0,high,0,value_based,2025-12-28,2025-12-31,7.0,0,12.66,10.12,0.23,True,3,2,2.88,61.55,856.1,1094.02,-237.92,user_011,2025-12-31,review,execution,JIRA-30330,false,final,Design,design,0,0,0,3,0,0,0,0,2025-12,0,0,0,0,67.62243285939968,86.41548183254343,-237.91999999999996,-2.842170943040401e-14,1,-0.2779114589417124,1,0.7993680884676144,1,0.22748815165876776,1,86.41548183254343,1,67.62243285939968,-18.793048973143755,1,0.42857142857142855,Low-Medium (20-40%),2
T01667,Client_E,P064,mid,Media,design,junior,3,5.0,medium,0,hourly,2025-08-19,2025-08-22,7.0,0,16.08,12.89,0.28,True,1,2,1.17,64.0,1246.86,797.57,449.2899999999999,user_015,2025-08-28,in_progress,client_review,JIRA-24238,true,v3,Media,design,0,0,0,3,0,0,0,0,2025-08,0,0,0,0,77.5410447761194,49.60012437810946,449.28999999999985,5.684341886080802e-14,1,0.36033716696341206,1,0.8016169154228857,1,0.07276119402985075,1,49.60012437810946,1,77.5410447761194,27.940920398009943,1,0.42857142857142855,Low-Medium (20-40%),2
T01668,Client_B,P020,low,Design,ticket,senior,3,2.0,medium,0,hourly,2025-11-14,2025-11-21,7.0,0,4.63,3.52,0.0,False,3,0,3.04,56.83,348.55,234.72,113.83,user_019,2025-11-15,delivered,qa,JIRA-48737,false,v3,Design,ticket,0,0,0,7,0,0,0,0,2025-11,0,0,0,0,75.28077753779698,50.69546436285097,113.83000000000001,-1.4210854715202004e-14,1,0.32658155214459905,1,0.7602591792656588,1,0.6565874730021598,1,50.69546436285097,1,75.28077753779698,24.58531317494601,1,1.0,Low (0-20%),1
T01669,Client_F,P032,mid,Content,ad,junior,1,4.0,medium,0,hourly,2026-01-18,2026-01-24,10.0,0,6.64,3.69,0.24,True,1,0,0.0,66.03,351.23,269.98,81.25,user_089,2026-01-19,delivered,client_review,JIRA-57743,true,final,Content,ad,0,0,0,6,0,0,0,0,2026-01,0,0,0,0,52.8960843373494,40.65963855421687,81.25,0.0,1,0.23132989778777438,1,0.5557228915662651,1,0.0,1,40.65963855421687,1,52.8960843373494,12.236445783132531,1,0.6,Low-Medium (20-40%),2
T01670,Client_E,P016,low,SEO,artcle,junior,2,3.0,low,0,value_based,2026-01-16,2026-01-23,7.0,0,15.81,12.46,0.36,True,1,0,1.11,54.45,971.8,663.06,308.74,user_040,2026-01-21,in_progress,finalized,JIRA-29664,true,v3,SEO,article,0,0,0,7,0,0,0,0,2026-01,0,0,0,0,61.46742567994939,41.9392789373814,308.74,0.0,1,0.3176991150442478,1,0.7881087919038583,1,0.07020872865275142,1,41.9392789373814,1,61.46742567994939,19.52814674256799,1,1.0,Low-Medium (20-40%),2
T01671,Client_E,P038,mid,media,ticket,junior,2,3.0,low,0,fixed,2026-05-15,2026-05-16,5.0,0,3.11,2.73,0.61,True,4,2,1.15,69.41,1390.94,153.74,1237.2,user_043,2026-05-16,in_progress,finalized,JIRA-47778,false,v2,Media,ticket,0,0,0,1,0,0,0,0,2026-05,0,0,0,0,447.2475884244373,49.434083601286176,1237.2,0.0,1,0.8894704300688743,1,0.8778135048231511,1,0.3697749196141479,1,49.434083601286176,1,447.2475884244373,397.8135048231511,1,0.2,High (60-80%),4
T01672,Client_C,P047,low,Design,release,junior,3,4.0,low,0,hourly,2025-09-15,2025-09-22,3.0,1,14.56,11.47,0.38,True,2,2,0.7,77.77,861.81,883.58,-21.770000000000092,user_091,2025-09-16,delivered,finalized,JIRA-87324,unknown,v2,Design,release,0,0,0,7,0,0,0,0,2025-09,0,0,0,0,59.19024725274725,60.68543956043956,-21.770000000000095,3.552713678800501e-15,1,-0.02526078834081769,1,0.7877747252747253,1,0.04807692307692307,1,60.68543956043956,1,59.19024725274725,-1.4951923076923137,1,2.3333333333333335,Low-Medium (20-40%),2
T01673,Client_A,P031,low,Media,article,junior,3,5.0,low,0,hourly,2026-04-19,2026-04-23,5.0,0,3.61,2.64,0.0,False,1,0,2.09,78.49,272.4,197.26,75.13999999999999,user_076,2026-04-21,delivered,finalized,JIRA-89901,true,v3,Media,article,0,0,0,4,0,0,0,0,2026-04,0,0,0,0,75.45706371191136,54.64265927977839,75.13999999999999,0.0,1,0.2758443465491923,1,0.7313019390581718,1,0.5789473684210527,1,54.64265927977839,1,75.45706371191136,20.814404432132967,1,0.8,Low (0-20%),1
T01674,Client_D,P062,mid,Design,report,mid,4,4.0,high,0,fixed,2026-05-23,2026-05-28,5.0,0,8.7,5.45,0.5,True,0,0,4.63,89.97,1395.69,350.14,1045.5500000000002,user_092,2026-05-29,delivered,qa,JIRA-34665,false,v1,Design,report,0,0,0,5,0,0,0,0,2026-05,0,0,0,0,160.4241379310345,40.245977011494254,1045.5500000000002,0.0,1,0.749127671617623,1,0.6264367816091955,1,0.532183908045977,1,40.245977011494254,1,160.4241379310345,120.17816091954023,1,1.0,Medium-High (40-60%),3
T01675,Client_E,P038,mid,SEO,article,junior,3,3.0,medium,0,fixed,2025-08-20,2025-08-23,7.0,0,9.62,6.21,0.64,True,2,1,2.2,78.61,932.72,407.39,525.33,user_038,2025-08-23,review,qa,JIRA-57962,true,v1,SEO,article,0,0,0,3,0,0,0,0,2025-08,0,0,0,0,96.95634095634097,42.34823284823285,525.33,0.0,1,0.5632236898533323,1,0.6455301455301455,1,0.22869022869022873,1,42.34823284823285,1,96.95634095634097,54.60810810810812,1,0.42857142857142855,High (60-80%),4
T01676,Client_H,P061,low,Media,release,mid,5,1.0,medium,0,hourly,2025-12-25,2025-12-30,7.0,0,33.84,24.53,0.0,False,10,2,5.86,66.24,3248.73,1300.61,1948.12,user_112,2026-01-02,in_progress,execution,JIRA-63698,false,v2,Media,release,0,0,0,5,0,0,0,0,2025-12,0,0,0,0,96.00265957446807,38.43410165484633,1948.1200000000001,-2.2737367544323206e-13,1,0.599655865522835,1,0.7248817966903073,1,0.1731678486997636,1,38.43410165484633,1,96.00265957446807,57.56855791962174,1,0.7142857142857143,Low (0-20%),1
T01677,Client_B,P060,mid,Design,article,junior,1,3.0,medium,0,hourly,2025-09-27,2025-10-01,3.0,1,6.41,4.407409879839786,0.38,True,5,0,1.46,64.94,444.35,373.22,71.13,user_063,2025-10-02,archived,execution,JIRA-93060,true,final,Design,article,0,0,0,4,0,1,0,0,2025-09,0,0,0,0,69.3213728549142,58.22464898595944,71.13,0.0,1,0.16007651625970518,1,0.6875834445927903,1,0.22776911076443057,1,58.22464898595944,1,69.3213728549142,11.096723868954761,1,1.3333333333333333,Low-Medium (20-40%),2
T01678,Client_G,P021,mid,media,article,mid,2,4.0,low,0,hourly,2026-02-08,2026-02-11,5.0,0,14.14,11.23,0.21,True,6,0,1.34,88.39,1193.42,646.25,547.1700000000001,user_025,2026-02-10,delivered,client_review,JIRA-71066,true,v1,Media,article,0,0,0,3,0,0,0,0,2026-02,0,0,0,0,84.40028288543141,45.7036775106082,547.1700000000001,0.0,1,0.45848904828140974,1,0.7942008486562941,1,0.09476661951909476,1,45.7036775106082,1,84.40028288543141,38.69660537482321,1,0.6,Low-Medium (20-40%),2
T01679,Client_E,P036,mid,Media,article,mid,2,4.0,high,0,hourly,2026-05-20,2026-05-24,3.0,1,14.3,10.01,0.54,True,2,0,2.84,97.73,851.34,593.22,258.12,user_076,2026-05-20,review,qa,JIRA-71677,false,v4,Media,article,0,0,0,4,0,0,0,0,2026-05,0,0,0,0,59.53426573426573,41.483916083916085,258.12,0.0,1,0.30319261399675806,1,0.7,1,0.19860139860139858,1,41.483916083916085,1,59.53426573426573,18.050349650349645,1,1.3333333333333333,Medium-High (40-60%),3
T01680,Client_E,P025,high,Media,release,senior,1,2.0,high,0,fixed,2026-05-11,2026-05-17,5.0,1,29.74,24.45,0.0,False,6,0,2.73,63.66,1161.35,2328.42,-1167.0700000000002,user_068,2026-05-19,review,client_review,,false,v1,Media,release,0,0,0,6,0,0,0,0,2026-05,0,0,0,0,39.05010087424344,78.29253530598521,-1167.0700000000002,0.0,1,-1.0049253024497355,1,0.8221250840618696,1,0.09179556153328851,1,78.29253530598521,1,39.05010087424344,-39.24243443174177,1,1.2,Low (0-20%),1
T01681,Client_G,P036,mid,SEO,article,junior,3,1.0,medium,0,fixed,2025-07-01,2025-07-07,5.0,1,7.75,3.07,0.25,True,3,1,4.18,44.68,1167.87,352.9,814.9699999999999,user_061,2025-07-06,in_progress,finalized,JIRA-93728,true,final,SEO,article,0,0,0,6,0,0,0,0,2025-07,0,0,0,0,150.69290322580645,45.53548387096774,814.9699999999999,0.0,1,0.6978259566561347,1,0.3961290322580645,1,0.5393548387096774,1,45.53548387096774,1,150.69290322580645,105.15741935483871,1,1.2,Low-Medium (20-40%),2
T01682,Client_B,P009,mid,Design,report,junior,4,2.0,low,0,value_based,2026-03-08,2026-03-13,3.0,1,12.5,9.68,0.65,True,4,1,4.15,47.24,1709.22,539.22,1170.0,user_025,2026-03-16,blocked,qa,JIRA-33149,true,v3,Design,report,0,0,0,5,0,0,0,0,2026-03,0,0,0,0,136.73760000000001,43.1376,1170.0,0.0,1,0.684522764769895,1,0.7744,1,0.332,1,43.1376,1,136.73760000000001,93.60000000000002,1,1.6666666666666667,High (60-80%),4
T01683,Client_H,P048,high,Content,release,mid,2,5.0,low,1,fixed,2025-08-28,2025-09-01,10.0,0,11.16,5.78,0.0,False,1,1,1.39,78.84,1175.5,906.13,269.37,user_024,2025-09-04,in_progress,qa,JIRA-46718,false,final,Content,release,0,0,0,4,0,0,0,0,2025-08,0,0,0,0,105.331541218638,81.19444444444444,269.37,0.0,1,0.22915355168013612,1,0.5179211469534051,1,0.12455197132616487,1,81.19444444444444,1,105.331541218638,24.13709677419355,1,0.4,Low (0-20%),1
T01684,Client_C,P052,mid,Design,article,mid,2,4.0,medium,1,fixed,2025-10-19,2025-10-27,7.0,1,16.31,6.04,0.23,True,3,1,1.57,70.73,910.68,859.61,51.069999999999936,user_043,2025-10-27,review,execution,JIRA-57189,true,v1,Design,article,0,1,1,8,0,0,0,0,2025-10,0,0,0,0,55.835683629675046,52.70447578172901,51.069999999999936,0.0,1,0.05607897395352916,1,0.3703249540159412,1,0.09625996321275293,1,52.70447578172901,1,55.835683629675046,3.131207847946037,1,1.1428571428571428,Low-Medium (20-40%),2
T01685,Client_E,P020,high,Content,report,mid,1,4.0,medium,0,hourly,2025-10-30,2025-11-05,10.0,0,5.93,2.66,0.34,True,0,1,1.54,74.89,308.42,312.34,-3.919999999999959,user_058,2025-10-30,delivered,qa,JIRA-56104,true,final,Content,report,0,0,0,6,0,0,0,0,2025-10,1,0,0,0,52.01011804384486,52.67116357504216,-3.919999999999959,0.0,1,-0.012709940989559559,1,0.44856661045531204,1,0.2596964586846543,1,52.67116357504216,1,52.01011804384486,-0.6610455311972956,1,0.6,Low-Medium (20-40%),2
T01686,Client_A,P027,mid,Content,design,senior,3,3.0,medium,0,fixed,2025-07-21,2025-07-25,5.0,0,9.99,6.36,0.39,True,3,0,1.61,69.12,1120.85,901.45,219.39999999999984,user_047,2025-07-21,delivered,execution,JIRA-11783,false,v3,Content,design,0,0,0,4,0,0,0,0,2025-07,0,0,0,0,112.19719719719718,90.23523523523524,219.39999999999986,-2.842170943040401e-14,1,0.195744301199982,1,0.6366366366366366,1,0.16116116116116116,1,90.23523523523524,1,112.19719719719718,21.961961961961947,1,0.8,Low-Medium (20-40%),2
T01687,Client_F,P064,high,Design,release,junior,5,3.0,medium,0,fixed,2025-11-18,2025-11-23,3.0,1,20.72,16.01,0.3,True,5,2,2.42,85.71,2343.26,963.86,1379.4,user_002,2025-11-21,in_progress,client_review,JIRA-46388,true,final,Design,release,0,0,0,5,0,0,0,0,2025-11,0,0,0,0,113.09169884169886,46.51833976833977,1379.4,0.0,1,0.5886670706622398,1,0.7726833976833978,1,0.1167953667953668,1,46.51833976833977,1,113.09169884169886,66.57335907335909,1,1.6666666666666667,Low-Medium (20-40%),2
T01688,Client_H,P050,high,Design,release,mid,4,5.0,medium,1,value_based,2025-09-23,2025-09-26,3.0,0,11.47,5.05,0.7,True,4,1,4.85,72.83,3414.31,956.44,2457.87,user_110,2025-09-23,delivered,briefing,JIRA-81377,true,v3,Design,release,0,0,0,3,0,0,0,0,2025-09,0,0,0,0,297.6730601569311,83.38622493461203,2457.87,0.0,1,0.7198731222413899,1,0.4402789886660854,1,0.4228421970357454,1,83.38622493461203,1,297.6730601569311,214.2868352223191,1,1.0,High (60-80%),4
T01689,Client_B,P064,mid,Design,design,senior,4,3.0,high,0,hourly,2026-04-02,2026-04-07,2.0,1,15.67,15.07,0.34,True,6,1,5.18,61.71,1624.75,1200.43,424.32,user_022,2026-04-08,review,qa,JIRA-13033,true,v4,Design,design,0,0,0,5,0,0,0,0,2026-04,0,0,0,0,103.68538608806637,76.60689215060626,424.31999999999994,5.684341886080802e-14,1,0.2611601784889983,1,0.9617102744097001,1,0.3305679642629228,1,76.60689215060626,1,103.68538608806637,27.07849393746011,1,2.5,Low-Medium (20-40%),2
T01690,Client_A,P023,low,Media,article,junior,2,2.0,low,1,hourly,2025-11-14,2025-11-17,5.0,0,13.27,10.08,0.0,False,2,2,1.87,79.84,1247.3,667.64,579.66,user_082,2025-11-15,review,finalized,JIRA-21903,true,v1,Media,article,0,0,0,3,0,0,0,0,2025-11,0,0,0,0,93.9939713639789,50.31198191409194,579.66,0.0,1,0.4647318207327828,1,0.7596081386586285,1,0.1409193669932178,1,50.31198191409194,1,93.9939713639789,43.68198944988696,1,0.6,Low (0-20%),1
T01691,Client_G,P008,low,media,dev,mid,3,3.0,medium,0,fixed,2025-08-24,2025-08-27,7.0,0,18.82,10.06,0.3,True,1,1,0.0,63.63,1310.54,1249.79,60.75,user_073,2025-09-02,draft,qa,JIRA-38354,false,v3,Media,dev,0,0,0,3,0,0,0,0,2025-08,0,0,0,0,69.63549415515409,66.40754516471839,60.75,0.0,1,0.046354937659285486,1,0.5345377258235919,1,0.0,1,66.40754516471839,1,69.63549415515409,3.2279489904357064,1,0.42857142857142855,Low-Medium (20-40%),2
T01692,Client_B,P038,low,SEO,article,junior,2,1.0,medium,0,value_based,2025-08-30,2025-09-03,5.0,0,9.58,8.23,0.48,True,6,0,2.22,60.86,969.44,577.76,391.68000000000006,user_096,2025-08-30,delivered,execution,JIRA-87170,true,v3,SEO,article,0,0,0,4,0,0,0,0,2025-08,0,0,0,0,101.19415448851775,60.30897703549061,391.68000000000006,0.0,1,0.40402706717280085,1,0.8590814196242171,1,0.23173277661795408,1,60.30897703549061,1,101.19415448851775,40.88517745302715,1,0.8,Medium-High (40-60%),3
T01693,Client_B,P019,low,Design,release,mid,3,3.0,low,0,value_based,2026-04-16,2026-04-21,5.0,0,19.55,12.93,0.39,True,3,0,0.0,85.11,2234.76,1615.41,619.3500000000001,user_081,2026-04-21,review,execution,JIRA-17743,false,v2,Design,release,0,0,0,5,0,0,0,0,2026-04,0,0,0,0,114.30997442455244,82.62966751918158,619.3500000000001,0.0,1,0.27714385437362404,1,0.6613810741687979,1,0.0,1,82.62966751918158,1,114.30997442455244,31.680306905370855,1,1.0,Low-Medium (20-40%),2
T01694,Client_D,P050,high,Content,ticket,junior,1,3.0,medium,0,fixed,2025-07-02,2025-07-06,7.0,0,4.54,3.49,0.35,True,2,1,0.73,85.01,517.12,151.5,365.62,user_007,2025-07-11,in_progress,briefing,JIRA-78524,true,v3,Content,ticket,0,0,0,4,0,0,0,0,2025-07,0,0,0,0,113.90308370044053,33.370044052863435,365.62,0.0,1,0.70703125,1,0.7687224669603525,1,0.16079295154185022,1,33.370044052863435,1,113.90308370044053,80.5330396475771,1,0.5714285714285714,Low-Medium (20-40%),2
T01695,Client_C,P017,mid,Content,release,mid,4,3.0,low,0,fixed,2025-09-26,2025-09-30,2.0,1,42.96,34.45,0.28,True,2,1,2.7,88.97,1813.14,3395.19,-1582.05,user_111,2025-10-04,review,finalized,JIRA-44660,false,v1,Content,release,0,0,0,4,0,0,0,0,2025-09,0,0,0,0,42.20530726256983,79.03142458100558,-1582.05,0.0,1,-0.8725470730335219,1,0.8019087523277468,1,0.06284916201117319,1,79.03142458100558,1,42.20530726256983,-36.82611731843575,1,2.0,Low-Medium (20-40%),2
T01696,Client_B,P063,low,seo,dev,mid,3,4.0,medium,0,value_based,2026-02-01,2026-02-07,2.0,1,10.06,2.76,0.0,False,1,1,1.69,60.04,1796.58,566.51,1230.07,user_071,2026-02-06,review,qa,JIRA-14844,false,v2,SEO,dev,0,0,0,6,0,0,0,0,2026-02,0,0,0,0,178.58648111332008,56.3131212723658,1230.07,0.0,1,0.6846731011143394,1,0.2743538767395626,1,0.16799204771371767,1,56.3131212723658,1,178.58648111332008,122.27335984095427,1,3.0,Low (0-20%),1
T01697,Client_F,P050,high,Content,report,mid,5,5.0,high,0,hourly,2026-05-02,2026-05-05,5.0,0,14.57,11.46,0.69,True,4,1,4.81,76.64,1176.41,646.85,529.5600000000001,user_008,2026-05-09,in_progress,briefing,JIRA-24955,false,v1,Content,report,0,0,0,3,0,0,0,0,2026-05,0,0,0,0,80.74193548387098,44.39601921757035,529.5600000000001,0.0,1,0.4501491826829082,1,0.786547700754976,1,0.3301304049416609,1,44.39601921757035,1,80.74193548387098,36.34591626630063,1,0.6,High (60-80%),4
T01698,Client_H,P050,mid,SEO,ad_task,mid,3,3.0,low,0,hourly,2025-12-31,2026-01-03,5.0,0,6.54,5.62,0.0,False,3,1,1.23,76.81,451.99,478.05,-26.06,user_003,2026-01-01,delivered,qa,JIRA-24607,false,v2,SEO,ad,0,0,0,3,0,0,0,0,2025-12,0,0,0,0,69.11162079510703,73.09633027522936,-26.060000000000002,3.552713678800501e-15,1,-0.05765614283501847,1,0.8593272171253823,1,0.18807339449541283,1,73.09633027522936,1,69.11162079510703,-3.9847094801223335,1,0.6,Low (0-20%),1
T01699,Client_A,P032,low,Design,Report,mid,1,3.0,low,0,hourly,2026-02-17,2026-02-21,10.0,0,8.02,6.44,0.22,True,1,0,0.79,74.12,545.5,349.67,195.83,user_013,2026-02-26,in_progress,client_review,JIRA-84329,unknown,v4,Design,report,0,0,0,4,0,0,0,0,2026-02,0,0,0,0,68.01745635910225,43.5997506234414,195.82999999999998,2.842170943040401e-14,1,0.3589917506874427,1,0.802992518703242,1,0.09850374064837907,1,43.5997506234414,1,68.01745635910225,24.417705735660853,1,0.4,Low-Medium (20-40%),2
T01700,Client_B,P022,high,Media,release,mid,3,3.0,medium,0,hourly,2025-09-19,2025-09-21,7.0,0,15.96,13.66,0.41,True,5,2,1.24,70.305,1177.65,1198.27,-20.61999999999989,user_016,2025-09-20,delivered,client_review,JIRA-84545,false,v2,Media,release,0,0,0,2,0,0,0,0,2025-09,0,0,0,1,73.78759398496241,75.07957393483709,-20.61999999999989,0.0,1,-0.017509446779603352,1,0.8558897243107769,1,0.07769423558897243,1,75.07957393483709,1,73.78759398496241,-1.2919799498746727,1,0.2857142857142857,Medium-High (40-60%),3
T01701,Client_F,P056,low,Media,article,junior,2,3.0,high,1,hourly,2026-03-13,2026-03-19,5.0,1,10.84,10.36,0.59,True,2,0,3.29,70.76,1245.21,504.36,740.85,user_004,2026-03-15,in_progress,qa,JIRA-36057,true,v3,Media,article,0,0,0,6,0,0,0,0,2026-03,0,0,0,0,114.87177121771218,46.52767527675277,740.85,0.0,1,0.5949598862842412,1,0.9557195571955719,1,0.30350553505535055,1,46.52767527675277,1,114.87177121771218,68.34409594095942,1,1.2,Medium-High (40-60%),3
T01702,Client_G,P026,high,Content,ad,senior,1,5.0,medium,1,fixed,2025-12-10,2025-12-14,2.0,1,4.86,3.11,0.29,True,0,0,2.12,85.64,738.88,389.49,349.39,user_056,2025-12-11,review,client_review,JIRA-30277,true,v3,Content,ad,0,0,0,4,0,0,0,0,2025-12,0,0,0,0,152.03292181069958,80.14197530864197,349.39,0.0,1,0.4728643352100476,1,0.639917695473251,1,0.43621399176954734,1,80.14197530864197,1,152.03292181069958,71.8909465020576,1,2.0,Low-Medium (20-40%),2
T01703,Client_B,P012,high,Media,design,junior,5,4.0,medium,0,fixed,2025-10-19,2025-10-23,2.0,1,11.43,4.77,0.41,True,3,2,1.28,69.65,2017.19,460.32,1556.87,user_084,2025-10-25,in_progress,client_review,JIRA-83066,true,final,Media,design,0,0,0,4,0,0,0,0,2025-10,0,0,0,0,176.48206474190727,40.272965879265094,1556.8700000000001,-2.2737367544323206e-13,1,0.7718013672484991,1,0.41732283464566927,1,0.11198600174978128,1,40.272965879265094,1,176.48206474190727,136.20909886264218,1,2.0,Medium-High (40-60%),3
T01704,Client_F,P001,high,media,ad,mid,5,4.0,high,0,hourly,2026-05-04,2026-05-10,5.0,1,5.64,3.28,0.0,False,3,1,2.08,87.46,419.75,382.54,37.20999999999998,user_024,2026-05-12,delivered,briefing,JIRA-33272,unknown,v3,Media,ad,0,0,0,6,0,0,0,0,2026-05,0,0,0,0,74.42375886524823,67.82624113475178,37.20999999999998,0.0,1,0.08864800476474087,1,0.5815602836879432,1,0.3687943262411348,1,67.82624113475178,1,74.42375886524823,6.597517730496449,1,1.2,Low (0-20%),1
T01705,Client_G,P022,high,SEO,ticket,senior,5,3.0,medium,0,fixed,2025-11-29,2025-12-05,2.0,1,5.27,3.77,0.0,False,6,1,1.39,71.11,1263.88,324.91,938.97,user_098,2025-11-29,delivered,qa,JIRA-68572,true,final,SEO,ticket,0,0,0,6,0,0,0,0,2025-11,0,0,0,0,239.82542694497158,61.652751423149915,938.97,0.0,1,0.7429265436592081,1,0.7153700189753321,1,0.2637571157495256,1,61.652751423149915,1,239.82542694497158,178.17267552182167,1,3.0,Low (0-20%),1
T01706,Client_F,P004,high,SEO,design,mid,3,3.0,medium,0,fixed,2026-03-05,2026-03-09,5.0,0,15.5,8.71,0.0,False,2,0,1.66,75.77,1451.79,1234.96,216.82999999999996,user_092,2026-03-08,archived,finalized,JIRA-28619,false,v1,SEO,design,0,0,0,4,0,0,0,0,2026-03,0,0,0,0,93.66387096774193,79.67483870967742,216.82999999999993,2.842170943040401e-14,1,0.1493535566438672,1,0.5619354838709678,1,0.10709677419354838,1,79.67483870967742,1,93.66387096774193,13.989032258064512,1,0.8,Low (0-20%),1
T01707,Client_F,P034,high,Content,ad,junior,5,4.0,low,0,hourly,2025-12-14,2025-12-16,2.0,0,17.82,16.02,0.43,True,2,0,0.87,63.29,1814.98,805.93,1009.05,user_103,2025-12-22,draft,execution,JIRA-30853,unknown,v2,Content,ad,0,0,0,2,0,0,0,0,2025-12,0,0,0,0,101.85072951739619,45.226150392817054,1009.0500000000001,-1.1368683772161603e-13,1,0.5559565394659995,1,0.898989898989899,1,0.04882154882154882,1,45.226150392817054,1,101.85072951739619,56.624579124579135,1,1.0,Medium-High (40-60%),3
T01708,Client_D,P008,mid,Design,article,mid,1,3.0,high,0,fixed,2026-03-27,2026-03-31,7.0,0,8.89,5.54,0.5,True,4,2,3.11,73.7,548.66,370.38,178.27999999999997,user_016,2026-03-28,in_progress,briefing,JIRA-62427,false,v2,Design,article,0,0,0,4,0,0,0,0,2026-03,0,0,0,0,61.71653543307086,41.66254218222722,178.27999999999997,0.0,1,0.32493711952757626,1,0.6231721034870641,1,0.34983127109111356,1,41.66254218222722,1,61.71653543307086,20.05399325084364,1,0.5714285714285714,Medium-High (40-60%),3
